MARQUE,CODE EDI,CODE COMMERCIAL,MODELE COMMERCIAL,BACK OFFICE COMMERCIAL,GÉOMETRIE,DESIGN,INDICE,MATIERE,TRAITEMENT,FLUX COMMERCIAL,COULEUR,PRIX 2*NETS,TAUX DE REMISE GC,PRIX 3*NETS GC,KALIXIA,ITELIS,CARTE BLANCHE,SEVEANE,SANTECLAIRE
ORUS,0O7ERX,O7E,ORUS 15 MISTRAL_RX,AUDACE 15 MISTRAL_RX,UNIFOCAL,AUDACE SPH,"1,5",BLANC,MISTRAL,RX,BLANC,"13,83€","5,00%","13,14€",,,,,
CODIR,0CBZRX,CBZ,AUDACE 15 E-PROTECT_RX,AUDACE 15 E-PROTECT_RX,UNIFOCAL,AUDACE SPH,"1,5",BLANC,E-PROTECT,RX,BLANC,"18,92€","4,99%","17,98€",,,,,
ORUS,0OCXRX,OCX,ORUS 15 E-PROTECT_RX,AUDACE 15 E-PROTECT_RX,UNIFOCAL,AUDACE SPH,"1,5",BLANC,E-PROTECT,RX,BLANC,"16,95€","5,00%","16,10€",,,,,
CODIR,0C4LRX,C4L,AUDACE 15 QUATTRO UV_RX,AUDACE 15 QUATTRO UV_RX,UNIFOCAL,AUDACE SPH,"1,5",BLANC,QUATTRO UV,RX,BLANC,"20,31€","4,98%","19,30€",,,,,
ORUS,0O7HRX,O7H,ORUS 15 QUATTRO UV_RX,AUDACE 15 QUATTRO UV_RX,UNIFOCAL,AUDACE SPH,"1,5",BLANC,QUATTRO UV,RX,BLANC,"18,20€","5,00%","17,29€",,,,,
CODIR,ARFJRX,ARFJ,AUDACE 15 QUATTRO UV CLEAN_RX,AUDACE 15 QUATTRO UV CLEAN_RX,UNIFOCAL,AUDACE SPH,"1,5",BLANC,QUATTRO UV CLEAN,RX,BLANC,"24,49€","5,02%","23,26€",,,,,
ORUS,ASW2RX,ASW2,ORUS 15 QUATTRO UV CLEAN_RX,AUDACE 15 QUATTRO UV CLEAN_RX,UNIFOCAL,AUDACE SPH,"1,5",BLANC,QUATTRO UV CLEAN,RX,BLANC,"21,94€","5,00%","20,84€",,,,,
CODIR,0CH4RX,CH4,AUDACE 15 B-PROTECT_RX,AUDACE 15 B-PROTECT_RX,UNIFOCAL,AUDACE SPH,"1,5",BLANC,B-PROTECT,RX,BLANC,"24,49€","5,02%","23,26€",,,,,
ORUS,0O57RX,O57,ORUS 15 B-PROTECT_RX,AUDACE 15 B-PROTECT_RX,UNIFOCAL,AUDACE SPH,"1,5",BLANC,B-PROTECT,RX,BLANC,"21,94€","5,00%","20,84€",,,,,
CODIR,ARFKRX,ARFK,AUDACE 15 B-PROTECT CLEAN_RX,AUDACE 15 B-PROTECT CLEAN_RX,UNIFOCAL,AUDACE SPH,"1,5",BLANC,B-PROTECT CLEAN,RX,BLANC,"28,66€","5,00%","27,23€",,,,,
ORUS,ASW3RX,ASW3,ORUS 15 B-PROTECT CLEAN_RX,AUDACE 15 B-PROTECT CLEAN_RX,UNIFOCAL,AUDACE SPH,"1,5",BLANC,B-PROTECT CLEAN,RX,BLANC,"25,68€","5,00%","24,40€",,,,,
CODIR,07KYRX,7KY,AUDACE 15 N-PROTECT_RX,AUDACE 15 N-PROTECT_RX,UNIFOCAL,AUDACE SPH,"1,5",N-PROTECT,N-PROTECT,RX,JAUNE,"23,10€","5,01%","21,94€",,,,,
ORUS,07MHRX,7MH,ORUS 15 N-PROTECT_RX,AUDACE 15 N-PROTECT_RX,UNIFOCAL,AUDACE SPH,"1,5",N-PROTECT,N-PROTECT,RX,JAUNE,"20,69€","5,00%","19,66€",,,,,
CODIR,0AAARX,AAA,AUDACE 15 SUV_RX,AUDACE 15 SUV_RX,UNIFOCAL,AUDACE SPH,"1,5","BLANC SUV 1,5",NU,RX,BLANC,"7,10€","5,07%","6,74€",,,,,
CODIR,0AGJRX,AGJ,AUDACE KID 15 SUV_RX,AUDACE 15 SUV_RX,UNIFOCAL,AUDACE SPH,"1,5","BLANC SUV 1,5",NU,RX,BLANC,"7,10€","5,07%","6,74€",,,,,
ORUS,061NRX,61N,ORUS 15 SUV_RX,AUDACE 15 SUV_RX,UNIFOCAL,AUDACE SPH,"1,5","BLANC SUV 1,5",NU,RX,BLANC,"6,36€","5,00%","6,04€",,,,,
CODIR,0AABRX,AAB,AUDACE 15 SUV DYMIC_RX,AUDACE 15 SUV DYMIC_RX,UNIFOCAL,AUDACE SPH,"1,5","BLANC SUV 1,5",DYMIC,RX,BLANC,"9,88€","5,02%","9,38€",,,,,
CODIR,0AGFRX,AGF,AUDACE KID 15 SUV DYMIC_RX,AUDACE 15 SUV DYMIC_RX,UNIFOCAL,AUDACE SPH,"1,5","BLANC SUV 1,5",DYMIC,RX,BLANC,"9,88€","5,02%","9,38€",,,,,
ORUS,061ORX,61O,ORUS 15 SUV DYMIC_RX,AUDACE 15 SUV DYMIC_RX,UNIFOCAL,AUDACE SPH,"1,5","BLANC SUV 1,5",DYMIC,RX,BLANC,"8,85€","5,00%","8,41€",,,,,
CODIR,0AACRX,AAC,AUDACE 15 SUV SCINTIL_RX,AUDACE 15 SUV SCINTIL_RX,UNIFOCAL,AUDACE SPH,"1,5","BLANC SUV 1,5",SCINTIL,RX,BLANC,"14,05€","4,97%","13,35€",,,,,
CODIR,0AGIRX,AGI,AUDACE KID 15 SUV SCINTIL_RX,AUDACE 15 SUV SCINTIL_RX,UNIFOCAL,AUDACE SPH,"1,5","BLANC SUV 1,5",SCINTIL,RX,BLANC,"14,05€","4,97%","13,35€",,,,,
ORUS,061PRX,61P,ORUS 15 SUV SCINTIL_RX,AUDACE 15 SUV SCINTIL_RX,UNIFOCAL,AUDACE SPH,"1,5","BLANC SUV 1,5",SCINTIL,RX,BLANC,"12,59€","5,00%","11,96€",,,,,
CODIR,0AADRX,AAD,AUDACE 15 SUV MISTRAL_RX,AUDACE 15 SUV MISTRAL_RX,UNIFOCAL,AUDACE SPH,"1,5","BLANC SUV 1,5",MISTRAL,RX,BLANC,"17,53€","5,00%","16,65€","72,23 €",,,,
CODIR,0AGGRX,AGG,AUDACE KID 15 SUV MISTRAL_RX,AUDACE 15 SUV MISTRAL_RX,UNIFOCAL,AUDACE SPH,"1,5","BLANC SUV 1,5",MISTRAL,RX,BLANC,"17,53€","5,00%","16,65€","72,23 €",,,,
ORUS,061QRX,61Q,ORUS 15 SUV MISTRAL_RX,AUDACE 15 SUV MISTRAL_RX,UNIFOCAL,AUDACE SPH,"1,5","BLANC SUV 1,5",MISTRAL,RX,BLANC,"15,70€","5,00%","14,92€",,,,,
CODIR,0AAERX,AAE,AUDACE 15 SUV E-PROTECT_RX,AUDACE 15 SUV E-PROTECT_RX,UNIFOCAL,AUDACE SPH,"1,5","BLANC SUV 1,5",E-PROTECT,RX,BLANC,"21,01€","5,00%","19,96€","68,55 €",,,,
CODIR,0AGERX,AGE,AUDACE KID 15 SUV E-PROTECT_RX,AUDACE 15 SUV E-PROTECT_RX,UNIFOCAL,AUDACE SPH,"1,5","BLANC SUV 1,5",E-PROTECT,RX,BLANC,"21,01€","5,00%","19,96€","68,55 €",,,,
ORUS,061RRX,61R,ORUS 15 SUV E-PROTECT_RX,AUDACE 15 SUV E-PROTECT_RX,UNIFOCAL,AUDACE SPH,"1,5","BLANC SUV 1,5",E-PROTECT,RX,BLANC,"18,82€","5,00%","17,88€",,,,,
CODIR,0AAFRX,AAF,AUDACE 15 SUV QUATTRO UV_RX,AUDACE 15 SUV QUATTRO UV_RX,UNIFOCAL,AUDACE SPH,"1,5","BLANC SUV 1,5",QUATTRO UV,RX,BLANC,"22,40€","4,99%","21,28€","72,23 €",,,,
CODIR,0AGHRX,AGH,AUDACE KID 15 SUV QUATTRO UV_RX,AUDACE 15 SUV QUATTRO UV_RX,UNIFOCAL,AUDACE SPH,"1,5","BLANC SUV 1,5",QUATTRO UV,RX,BLANC,"22,40€","4,99%","21,28€","72,23 €",,,,
ORUS,061SRX,61S,ORUS 15 SUV QUATTRO UV_RX,AUDACE 15 SUV QUATTRO UV_RX,UNIFOCAL,AUDACE SPH,"1,5","BLANC SUV 1,5",QUATTRO UV,RX,BLANC,"20,07€","5,00%","19,07€",,,,,
CODIR,ARFLRX,ARFL,AUDACE 15 SUV QUATTRO UV CLEAN_RX,AUDACE 15 SUV QUATTRO UV CLEAN_RX,UNIFOCAL,AUDACE SPH,"1,5","BLANC SUV 1,5",QUATTRO UV CLEAN,RX,BLANC,"26,57€","4,99%","25,24€",,,,,
CODIR,ARFNRX,ARFN,AUDACE KID 15 SUV QUATTRO UV CLEAN_RX,AUDACE 15 SUV QUATTRO UV CLEAN_RX,UNIFOCAL,AUDACE SPH,"1,5","BLANC SUV 1,5",QUATTRO UV CLEAN,RX,BLANC,"26,57€","4,99%","25,24€",,,,,
ORUS,ASW4RX,ASW4,ORUS 15 SUV QUATTRO UV CLEAN_RX,AUDACE 15 SUV QUATTRO UV CLEAN_RX,UNIFOCAL,AUDACE SPH,"1,5","BLANC SUV 1,5",QUATTRO UV CLEAN,RX,BLANC,"23,81€","5,00%","22,62€",,,,,
CODIR,0AAGRX,AAG,AUDACE 15 SUV B-PROTECT_RX,AUDACE 15 SUV B-PROTECT_RX,UNIFOCAL,AUDACE SPH,"1,5","BLANC SUV 1,5",B-PROTECT,RX,BLANC,"26,57€","4,99%","25,24€","75,20 €",,,,
CODIR,0AGDRX,AGD,AUDACE KID 15 SUV B-PROTECT_RX,AUDACE 15 SUV B-PROTECT_RX,UNIFOCAL,AUDACE SPH,"1,5","BLANC SUV 1,5",B-PROTECT,RX,BLANC,"26,57€","4,99%","25,24€","75,20 €",,,,
ORUS,061TRX,61T,ORUS 15 SUV B-PROTECT_RX,AUDACE 15 SUV B-PROTECT_RX,UNIFOCAL,AUDACE SPH,"1,5","BLANC SUV 1,5",B-PROTECT,RX,BLANC,"23,81€","5,00%","22,62€",,,,,
CODIR,ARFORX,ARFO,AUDACE 15 SUV B-PROTECT CLEAN_RX,AUDACE 15 SUV B-PROTECT CLEAN_RX,UNIFOCAL,AUDACE SPH,"1,5","BLANC SUV 1,5",B-PROTECT CLEAN,RX,BLANC,"30,75€","5,00%","29,21€",,,,,
CODIR,ARFQRX,ARFQ,AUDACE KID 15 SUV B-PROTECT CLEAN_RX,AUDACE 15 SUV B-PROTECT CLEAN_RX,UNIFOCAL,AUDACE SPH,"1,5","BLANC SUV 1,5",B-PROTECT CLEAN,RX,BLANC,"30,75€","5,00%","29,21€",,,,,
ORUS,ASW6RX,ASW6,ORUS 15 SUV B-PROTECT CLEAN_RX,AUDACE 15 SUV B-PROTECT CLEAN_RX,UNIFOCAL,AUDACE SPH,"1,5","BLANC SUV 1,5",B-PROTECT CLEAN,RX,BLANC,"27,54€","5,00%","26,16€",,,,,
CODIR,0CL3RX,CL3,AUDACE 15 SABR DYMIC_RX,AUDACE 15 SABR DYMIC_RX,UNIFOCAL,AUDACE SPH,"1,5",SOLACTIVE,DYMIC,RX,BRUN,"21,75€","4,99%","20,66€",,,,,
ORUS,0OKVRX,OKV,ORUS 15 SABR DYMIC_RX,AUDACE 15 SABR DYMIC_RX,UNIFOCAL,AUDACE SPH,"1,5",SOLACTIVE,DYMIC,RX,BRUN,"19,84€","5,00%","18,85€",,,,,
CODIR,0CPKRX,CPK,AUDACE 15 SAGR DYMIC_RX,AUDACE 15 SAGR DYMIC_RX,UNIFOCAL,AUDACE SPH,"1,5",SOLACTIVE,DYMIC,RX,GRIS,"21,75€","4,99%","20,66€",,,,,
ORUS,0OKYRX,OKY,ORUS 15 SAGR DYMIC_RX,AUDACE 15 SAGR DYMIC_RX,UNIFOCAL,AUDACE SPH,"1,5",SOLACTIVE,DYMIC,RX,GRIS,"19,84€","5,00%","18,85€",,,,,
CODIR,AXGKRX,AXGK,AUDACE 15 TGNS SAPHIR DYMIC_RX,AUDACE 15 TGNS SAPHIR DYMIC_RX,UNIFOCAL,AUDACE SPH,"1,5",TRANSITIONS GENS,DYMIC,RX,BLEU,"44,03€","5,01%","41,82€",,,,,
CODIR,AXGWRX,AXGW,AUDACE 15 TGNS AMETHYSTE DYMIC_RX,AUDACE 15 TGNS AMETHYSTE DYMIC_RX,UNIFOCAL,AUDACE SPH,"1,5",TRANSITIONS GENS,DYMIC,RX,VIOLET,"44,03€","5,01%","41,82€",,,,,
CODIR,AXGORX,AXGO,AUDACE 15 TGNS AMBRE DYMIC_RX,AUDACE 15 TGNS AMBRE DYMIC_RX,UNIFOCAL,AUDACE SPH,"1,5",TRANSITIONS GENS,DYMIC,RX,CUIVRE,"44,03€","5,01%","41,82€",,,,,
CODIR,AXGSRX,AXGS,AUDACE 15 TGNS EMERAUDE DYMIC_RX,AUDACE 15 TGNS EMERAUDE DYMIC_RX,UNIFOCAL,AUDACE SPH,"1,5",TRANSITIONS GENS,DYMIC,RX,VERT,"44,03€","5,01%","41,82€",,,,,
CODIR,AXG0RX,AXG0,AUDACE 15 TGNS RUBIS DYMIC_RX,AUDACE 15 TGNS RUBIS DYMIC_RX,UNIFOCAL,AUDACE SPH,"1,5",TRANSITIONS GENS,DYMIC,RX,FUCHSIA,"44,03€","5,01%","41,82€",,,,,
CODIR,0CL4RX,CL4,AUDACE 15 SABR MISTRAL_RX,AUDACE 15 SABR MISTRAL_RX,UNIFOCAL,AUDACE SPH,"1,5",SOLACTIVE,MISTRAL,RX,BRUN,"28,96€","5,01%","27,51€",,,,,
ORUS,0OKWRX,OKW,ORUS 15 SABR MISTRAL_RX,AUDACE 15 SABR MISTRAL_RX,UNIFOCAL,AUDACE SPH,"1,5",SOLACTIVE,MISTRAL,RX,BRUN,"26,42€","5,00%","25,10€",,,,,
CODIR,0CPLRX,CPL,AUDACE 15 SAGR MISTRAL_RX,AUDACE 15 SAGR MISTRAL_RX,UNIFOCAL,AUDACE SPH,"1,5",SOLACTIVE,MISTRAL,RX,GRIS,"28,96€","5,01%","27,51€",,,,,
ORUS,0OKZRX,OKZ,ORUS 15 SAGR MISTRAL_RX,AUDACE 15 SAGR MISTRAL_RX,UNIFOCAL,AUDACE SPH,"1,5",SOLACTIVE,MISTRAL,RX,GRIS,"26,42€","5,00%","25,10€",,,,,
CODIR,AXGLRX,AXGL,AUDACE 15 TGNS SAPHIR MISTRAL_RX,AUDACE 15 TGNS SAPHIR MISTRAL_RX,UNIFOCAL,AUDACE SPH,"1,5",TRANSITIONS GENS,MISTRAL,RX,BLEU,"51,23€","4,99%","48,67€",,,,,
CODIR,AXGXRX,AXGX,AUDACE 15 TGNS AMETHYSTE MISTRAL_RX,AUDACE 15 TGNS AMETHYSTE MISTRAL_RX,UNIFOCAL,AUDACE SPH,"1,5",TRANSITIONS GENS,MISTRAL,RX,VIOLET,"51,23€","4,99%","48,67€",,,,,
CODIR,AXGPRX,AXGP,AUDACE 15 TGNS AMBRE MISTRAL_RX,AUDACE 15 TGNS AMBRE MISTRAL_RX,UNIFOCAL,AUDACE SPH,"1,5",TRANSITIONS GENS,MISTRAL,RX,CUIVRE,"51,23€","4,99%","48,67€",,,,,
CODIR,AXGTRX,AXGT,AUDACE 15 TGNS EMERAUDE MISTRAL_RX,AUDACE 15 TGNS EMERAUDE MISTRAL_RX,UNIFOCAL,AUDACE SPH,"1,5",TRANSITIONS GENS,MISTRAL,RX,VERT,"51,23€","4,99%","48,67€",,,,,
CODIR,AXG1RX,AXG1,AUDACE 15 TGNS RUBIS MISTRAL_RX,AUDACE 15 TGNS RUBIS MISTRAL_RX,UNIFOCAL,AUDACE SPH,"1,5",TRANSITIONS GENS,MISTRAL,RX,FUCHSIA,"51,23€","4,99%","48,67€",,,,,
CODIR,0CLBRX,CLB,AUDACE 15 SABR QUATTRO UV_RX,AUDACE 15 SABR QUATTRO UV_RX,UNIFOCAL,AUDACE SPH,"1,5",SOLACTIVE,QUATTRO UV,RX,BRUN,"33,54€","4,99%","31,87€",,,,,
ORUS,0OKXRX,OKX,ORUS 15 SABR QUATTRO UV_RX,AUDACE 15 SABR QUATTRO UV_RX,UNIFOCAL,AUDACE SPH,"1,5",SOLACTIVE,QUATTRO UV,RX,BRUN,"30,60€","5,00%","29,07€",,,,,
CODIR,0CPMRX,CPM,AUDACE 15 SAGR QUATTRO UV_RX,AUDACE 15 SAGR QUATTRO UV_RX,UNIFOCAL,AUDACE SPH,"1,5",SOLACTIVE,QUATTRO UV,RX,GRIS,"33,54€","4,99%","31,87€",,,,,
ORUS,0OLARX,OLA,ORUS 15 SAGR QUATTRO UV_RX,AUDACE 15 SAGR QUATTRO UV_RX,UNIFOCAL,AUDACE SPH,"1,5",SOLACTIVE,QUATTRO UV,RX,GRIS,"30,60€","5,00%","29,07€",,,,,
CODIR,AXGMRX,AXGM,AUDACE 15 TGNS SAPHIR QUATTRO UV_RX,AUDACE 15 TGNS SAPHIR QUATTRO UV_RX,UNIFOCAL,AUDACE SPH,"1,5",TRANSITIONS GENS,QUATTRO UV,RX,BLEU,"55,82€","5,00%","53,03€",,,,,
CODIR,AXGYRX,AXGY,AUDACE 15 TGNS AMETHYSTE QUATTRO UV_RX,AUDACE 15 TGNS AMETHYSTE QUATTRO UV_RX,UNIFOCAL,AUDACE SPH,"1,5",TRANSITIONS GENS,QUATTRO UV,RX,VIOLET,"55,82€","5,00%","53,03€",,,,,
CODIR,AXGQRX,AXGQ,AUDACE 15 TGNS AMBRE QUATTRO UV_RX,AUDACE 15 TGNS AMBRE QUATTRO UV_RX,UNIFOCAL,AUDACE SPH,"1,5",TRANSITIONS GENS,QUATTRO UV,RX,CUIVRE,"55,82€","5,00%","53,03€",,,,,
CODIR,AXGURX,AXGU,AUDACE 15 TGNS EMERAUDE QUATTRO UV_RX,AUDACE 15 TGNS EMERAUDE QUATTRO UV_RX,UNIFOCAL,AUDACE SPH,"1,5",TRANSITIONS GENS,QUATTRO UV,RX,VERT,"55,82€","5,00%","53,03€",,,,,
CODIR,AXG2RX,AXG2,AUDACE 15 TGNS RUBIS QUATTRO UV_RX,AUDACE 15 TGNS RUBIS QUATTRO UV_RX,UNIFOCAL,AUDACE SPH,"1,5",TRANSITIONS GENS,QUATTRO UV,RX,FUCHSIA,"55,82€","5,00%","53,03€",,,,,
CODIR,ARFRRX,ARFR,AUDACE 15 SABR QUATTRO UV CLEAN_RX,AUDACE 15 SABR QUATTRO UV CLEAN_RX,UNIFOCAL,AUDACE SPH,"1,5",SOLACTIVE,QUATTRO UV CLEAN,RX,BRUN,"37,48€","5,01%","35,60€",,,,,
ORUS,ASW8RX,ASW8,ORUS 15 SABR QUATTRO UV CLEAN_RX,AUDACE 15 SABR QUATTRO UV CLEAN_RX,UNIFOCAL,AUDACE SPH,"1,5",SOLACTIVE,QUATTRO UV CLEAN,RX,BRUN,"34,19€","5,00%","32,48€",,,,,
CODIR,ARFSRX,ARFS,AUDACE 15 SAGR QUATTRO UV CLEAN_RX,AUDACE 15 SAGR QUATTRO UV CLEAN_RX,UNIFOCAL,AUDACE SPH,"1,5",SOLACTIVE,QUATTRO UV CLEAN,RX,GRIS,"37,48€","5,01%","35,60€",,,,,
ORUS,ASW9RX,ASW9,ORUS 15 SAGR QUATTRO UV CLEAN_RX,AUDACE 15 SAGR QUATTRO UV CLEAN_RX,UNIFOCAL,AUDACE SPH,"1,5",SOLACTIVE,QUATTRO UV CLEAN,RX,GRIS,"34,19€","5,00%","32,48€",,,,,
CODIR,AXGNRX,AXGN,AUDACE 15 TGNS SAPHIR QUATTRO UV CLEAN_RX,AUDACE 15 TGNS SAPHIR QUATTRO UV CLEAN_RX,UNIFOCAL,AUDACE SPH,"1,5",TRANSITIONS GENS,QUATTRO UV CLEAN,RX,BLEU,"59,75€","5,00%","56,76€",,,,,
CODIR,AXGZRX,AXGZ,AUDACE 15 TGNS AMETHYSTE QUATTRO UV CLEAN_RX,AUDACE 15 TGNS AMETHYSTE QUATTRO UV CLEAN_RX,UNIFOCAL,AUDACE SPH,"1,5",TRANSITIONS GENS,QUATTRO UV CLEAN,RX,VIOLET,"59,75€","5,00%","56,76€",,,,,
CODIR,AXGRRX,AXGR,AUDACE 15 TGNS AMBRE QUATTRO UV CLEAN_RX,AUDACE 15 TGNS AMBRE QUATTRO UV CLEAN_RX,UNIFOCAL,AUDACE SPH,"1,5",TRANSITIONS GENS,QUATTRO UV CLEAN,RX,CUIVRE,"59,75€","5,00%","56,76€",,,,,
CODIR,AXGVRX,AXGV,AUDACE 15 TGNS EMERAUDE QUATTRO UV CLEAN_RX,AUDACE 15 TGNS EMERAUDE QUATTRO UV CLEAN_RX,UNIFOCAL,AUDACE SPH,"1,5",TRANSITIONS GENS,QUATTRO UV CLEAN,RX,VERT,"59,75€","5,00%","56,76€",,,,,
CODIR,AXG3RX,AXG3,AUDACE 15 TGNS RUBIS QUATTRO UV CLEAN_RX,AUDACE 15 TGNS RUBIS QUATTRO UV CLEAN_RX,UNIFOCAL,AUDACE SPH,"1,5",TRANSITIONS GENS,QUATTRO UV CLEAN,RX,FUCHSIA,"59,75€","5,00%","56,76€",,,,,
CODIR,0C55RX,C55,AUDACE 15 UV COLOR BRUN 85%_RX,AUDACE 15 UV COLOR BRUN 85%_RX,UNIFOCAL,AUDACE SPH,"1,5",TEINTE,NU,RX,BRUN,"7,79€","5,00%","7,40€",,,,,
ORUS,0OCTRX,OCT,ORUS 15 UV COLOR BRUN 85% _RX,AUDACE 15 UV COLOR BRUN 85%_RX,UNIFOCAL,AUDACE SPH,"1,5",TEINTE,NU,RX,BRUN,"6,98€","5,00%","6,63€",,,,,
CODIR,0C56RX,C56,AUDACE 15 UV COLOR GRIS 85%_RX,AUDACE 15 UV COLOR GRIS 85%_RX,UNIFOCAL,AUDACE SPH,"1,5",TEINTE,NU,RX,GRIS,"7,79€","5,00%","7,40€",,,,,
ORUS,0OCURX,OCU,ORUS 15 UV COLOR GRIS 85%_RX,AUDACE 15 UV COLOR GRIS 85%_RX,UNIFOCAL,AUDACE SPH,"1,5",TEINTE,NU,RX,GRIS,"6,98€","5,00%","6,63€",,,,,
CODIR,0C57RX,C57,AUDACE 15 UV COLOR GRIS US 85%_RX,AUDACE 15 UV COLOR GRIS US 85%_RX,UNIFOCAL,AUDACE SPH,"1,5",TEINTE,NU,RX,GRIS US,"7,79€","5,00%","7,40€",,,,,
ORUS,0OCVRX,OCV,ORUS 15 UV COLOR GRIS US 85%_RX,AUDACE 15 UV COLOR GRIS US 85%_RX,UNIFOCAL,AUDACE SPH,"1,5",TEINTE,NU,RX,GRIS US,"6,98€","5,00%","6,63€",,,,,
CODIR,0C58RX,C58,AUDACE 15 UV COLOR BRUN 85% DYMIC_RX,AUDACE 15 UV COLOR BRUN 85% DYMIC_RX,UNIFOCAL,AUDACE SPH,"1,5",TEINTE,DYMIC,RX,BRUN,"10,57€","4,96%","10,05€",,,,,
ORUS,0O7VRX,O7V,ORUS 15 UV COLOR BRUN 85% DYMIC_RX,AUDACE 15 UV COLOR BRUN 85% DYMIC_RX,UNIFOCAL,AUDACE SPH,"1,5",TEINTE,DYMIC,RX,BRUN,"9,47€","5,00%","9,00€",,,,,
CODIR,0C59RX,C59,AUDACE 15 UV COLOR GRIS 85% DYMIC_RX,AUDACE 15 UV COLOR GRIS 85% DYMIC_RX,UNIFOCAL,AUDACE SPH,"1,5",TEINTE,DYMIC,RX,GRIS,"10,57€","4,96%","10,05€",,,,,
ORUS,0O7WRX,O7W,ORUS 15 UV COLOR GRIS 85% DYMIC_RX,AUDACE 15 UV COLOR GRIS 85% DYMIC_RX,UNIFOCAL,AUDACE SPH,"1,5",TEINTE,DYMIC,RX,GRIS,"9,47€","5,00%","9,00€",,,,,
CODIR,0C5ARX,C5A,AUDACE 15 UV COLOR GRIS US 85% DYMIC_RX,AUDACE 15 UV COLOR GRIS US 85% DYMIC_RX,UNIFOCAL,AUDACE SPH,"1,5",TEINTE,DYMIC,RX,GRIS US,"10,57€","4,96%","10,05€",,,,,
ORUS,0O7XRX,O7X,ORUS 15 UV COLOR GRIS US 85% DYMIC_RX,AUDACE 15 UV COLOR GRIS US 85% DYMIC_RX,UNIFOCAL,AUDACE SPH,"1,5",TEINTE,DYMIC,RX,GRIS US,"9,47€","5,00%","9,00€",,,,,
CODIR,0C5BRX,C5B,AUDACE 15 UV COLOR BRUN 85% ARFA_RX,AUDACE 15 UV COLOR BRUN 85% ARFA_RX,UNIFOCAL,AUDACE SPH,"1,5",TEINTE,ARFA,RX,BRUN,"17,53€","5,00%","16,65€",,,,,
ORUS,0O7YRX,O7Y,ORUS 15 UV COLOR BRUN 85% ARFA_RX,AUDACE 15 UV COLOR BRUN 85% ARFA_RX,UNIFOCAL,AUDACE SPH,"1,5",TEINTE,ARFA,RX,BRUN,"15,70€","5,00%","14,92€",,,,,
CODIR,0C5CRX,C5C,AUDACE 15 UV COLOR GRIS 85% ARFA_RX,AUDACE 15 UV COLOR GRIS 85% ARFA_RX,UNIFOCAL,AUDACE SPH,"1,5",TEINTE,ARFA,RX,GRIS,"17,53€","5,00%","16,65€",,,,,
ORUS,0O7ZRX,O7Z,ORUS 15 UV COLOR GRIS 85% ARFA_RX,AUDACE 15 UV COLOR GRIS 85% ARFA_RX,UNIFOCAL,AUDACE SPH,"1,5",TEINTE,ARFA,RX,GRIS,"15,70€","5,00%","14,92€",,,,,
CODIR,0C5DRX,C5D,AUDACE 15 UV COLOR GRIS US 85% ARFA_RX,AUDACE 15 UV COLOR GRIS US 85% ARFA_RX,UNIFOCAL,AUDACE SPH,"1,5",TEINTE,ARFA,RX,GRIS US,"17,53€","5,00%","16,65€",,,,,
ORUS,0O80RX,O80,ORUS 15 UV COLOR GRIS US 85% ARFA_RX,AUDACE 15 UV COLOR GRIS US 85% ARFA_RX,UNIFOCAL,AUDACE SPH,"1,5",TEINTE,ARFA,RX,GRIS US,"15,70€","5,00%","14,92€",,,,,
CODIR,0CZ7RX,CZ7,AUDACE 15 POLA BR3,AUDACE 15 POLA BR3,UNIFOCAL,AUDACE SPH,"1,5",POLARISANT,NU,RX,BRUN,"12,58€","5,00%","11,95€",,,,,
CODIR,0CZ8RX,CZ8,AUDACE 15 POLA GR3,AUDACE 15 POLA GR3,UNIFOCAL,AUDACE SPH,"1,5",POLARISANT,NU,RX,GRIS,"12,58€","5,00%","11,95€",,,,,
CODIR,0CZ9RX,CZ9,AUDACE 15 POLA G15,AUDACE 15 POLA G15,UNIFOCAL,AUDACE SPH,"1,5",POLARISANT,NU,RX,GRIS US,"12,58€","5,00%","11,95€",,,,,
CODIR,AMXJRX,AMXJ,AUDACE 15 POLA BR3 80,AUDACE 15 POLA BR3 80,UNIFOCAL,AUDACE SPH,"1,5",POLARISANT DIAMETRE 80,NU,RX,BRUN,"15,86€","5,02%","15,06€",,,,,
CODIR,AMXSRX,AMXS,AUDACE 15 POLA GR3 80,AUDACE 15 POLA GR3 80,UNIFOCAL,AUDACE SPH,"1,5",POLARISANT DIAMETRE 80,NU,RX,GRIS,"15,86€","5,02%","15,06€",,,,,
CODIR,010URX,10U,AUDACE 15 POLA BR3 DYMIC,AUDACE 15 POLA BR3 DYMIC,UNIFOCAL,AUDACE SPH,"1,5",POLARISANT,DYMIC,RX,BRUN,"15,20€","4,99%","14,44€",,,,,
ORUS,029PRX,29P,ORUS 15 POLA BRUN 3 DYMIC,AUDACE 15 POLA BR3 DYMIC,UNIFOCAL,AUDACE SPH,"1,5",POLARISANT,DYMIC,RX,BRUN,"13,87€","5,00%","13,18€",,,,,
CODIR,010VRX,10V,AUDACE 15 POLA GR3 DYMIC,AUDACE 15 POLA GR3 DYMIC,UNIFOCAL,AUDACE SPH,"1,5",POLARISANT,DYMIC,RX,GRIS,"15,20€","4,99%","14,44€",,,,,
